N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,OM,Fertility
0.26426426426426425,0.43511450381679384,0.5522875816993464,0.47916666666666663,0.5599999999999999,0.5128205128205129,0.4221508828250402,0.25,0.009671179883945842,0.33830845771144274,0.4623655913978495,0.05681818181818183,0.5128205128205129,0.0
0.4894894894894895,0.3511450381679389,0.1895424836601307,0.6458333333333335,0.7333333333333334,0.8205128205128206,0.5525874141215443,0.3382352941176471,0.06286266924564797,0.7213930348258706,0.14946236559139786,0.5978851729136468,0.8205128205128205,0.0
0.33933933933933935,0.5114503816793893,0.8104575163398693,0.6145833333333333,0.41333333333333333,0.8632478632478633,0.49326501255572164,0.3382352941176471,0.06286266924564797,0.7363184079601989,0.139247311827957,0.5978851729136468,0.8632478632478633,0.0
0.3213213213213213,0.29770992366412213,0.4133986928104575,0.6666666666666664,0.5066666666666666,0.717948717948718,0.5525874141215443,0.39705882352941185,0.03191489361702128,0.716417910447761,0.13655913978494622,0.5978851729136468,0.717948717948718,0.0
0.6606606606606606,0.5343511450381679,0.3627450980392157,0.6562499999999999,0.26666666666666666,0.6495726495726496,0.8956661316211879,0.2647058823529412,0.053191489361702135,0.7960199004975123,0.12473118279569893,0.5978851729136468,0.6495726495726497,1.0
0.5105105105105106,0.43511450381679384,0.3627450980392157,0.4479166666666664,0.6,0.5299145299145299,0.8876404494382022,0.44117647058823534,0.04352030947775629,0.40298507462686567,0.1118279569892473,0.5978851729136468,0.5299145299145299,0.0
0.5105105105105106,0.32824427480916035,0.0,0.6458333333333335,0.30666666666666664,0.6068376068376069,0.5425361155698235,0.39705882352941185,0.04642166344294004,0.47761194029850745,0.10161290322580643,0.5978851729136468,0.6068376068376069,0.0
0.47147147147147145,0.3129770992366412,0.29248366013071897,0.6562499999999999,0.5199999999999999,0.5042735042735043,0.5585874799357946,0.36764705882352944,0.04545454545454546,0.26368159203980096,0.12473118279569893,0.5978851729136468,0.5042735042735044,0.0
0.7177177177177178,0.43511450381679384,0.5522875816993464,0.6041666666666667,0.32,0.4871794871794873,0.5345104333868379,0.8235294117647061,0.04352030947775629,0.42288557213930345,0.12473118279569893,0.5978851729136468,0.4871794871794873,1.0
0.26426426426426425,0.3969465648854961,0.8447712418300654,0.5729166666666665,0.17333333333333334,0.5811965811965812,0.6709470304975923,0.9117647058823528,0.01934235976789168,0.5273631840796018,0.14193548387096774,0.5978851729136468,0.5811965811965812,0.0
0.3033033033033033,0.3969465648854961,0.5343137254901961,0.6145833333333333,0.3333333333333333,0.7435897435897436,0.7191011235955056,0.9411764705882353,0.016441005802707933,0.6169154228855721,0.14408602150537633,0.5978851729136468,0.7435897435897437,1.0
0.2822822822822823,0.32824427480916035,0.13725490196078433,0.5520833333333336,0.7066666666666667,0.6752136752136753,0.6869983948635634,0.8235294117647061,0.02514506769825919,0.46766169154228854,0.14408602150537633,0.5978851729136468,0.6752136752136753,0.0
0.26426426426426425,0.183206106870229,0.3627450980392157,0.708333333333333,0.5333333333333333,0.5811965811965812,0.7271268057784911,0.9705882352941176,0.014506769825918761,0.6119402985074626,0.17258064516129032,0.5978851729136468,0.5811965811965812,2.0
0.2822822822822823,0.4122137404580153,0.5343137254901961,0.4687500000000002,0.44,0.6068376068376069,0.7672552166934189,0.6470588235294118,0.03384912959381045,0.5820895522388059,0.15,0.5978851729136468,0.6068376068376069,0.0
0.45345345345345345,0.36641221374045807,0.7418300653594772,0.40624999999999967,0.7600000000000001,0.5299145299145299,0.7271268057784911,0.7500000000000001,0.02514506769825919,0.46268656716417905,0.1967741935483871,0.5978851729136468,0.5299145299145299,1.0
0.5645645645645646,0.3511450381679389,0.8970588235294118,0.39583333333333326,0.9066666666666666,0.5555555555555556,0.8314606741573034,0.573529411764706,0.016441005802707933,0.5323383084577114,0.1532258064516129,0.5978851729136468,0.5555555555555556,0.0
0.6606606606606606,0.3969465648854961,0.7075163398692811,0.4687500000000002,0.46666666666666673,0.4871794871794873,0.7672552166934189,0.3088235294117648,0.022243713733075435,0.5820895522388059,0.41075268817204297,0.5978851729136468,0.4871794871794873,1.0
0.4894894894894895,0.24427480916030533,0.9493464052287581,0.39583333333333326,0.7733333333333334,0.43589743589743596,0.7913322632423756,0.3382352941176471,0.02707930367504836,0.2835820895522388,0.4102150537634408,0.5978851729136468,0.4358974358974359,0.0
0.5855855855855856,0.3969465648854961,0.5522875816993464,0.3229166666666663,0.5733333333333334,0.5811965811965812,0.8796147672552167,0.3235294117647059,0.02127659574468085,0.2388059701492537,0.4096774193548387,0.7727272727272727,0.5811965811965812,0.0
0.6966966966966966,0.4122137404580153,0.3790849673202614,0.4479166666666664,0.5599999999999999,0.5555555555555556,0.8314606741573034,0.36764705882352944,0.028046421663442945,0.3582089552238806,0.26236559139784943,0.5978851729136468,0.5555555555555556,1.0
0.4894894894894895,0.4122137404580153,0.7418300653594772,0.37500000000000033,0.41333333333333333,0.5042735042735043,0.5525874141215443,0.3088235294117648,0.06963249516441007,0.47263681592039797,0.110752688172043,0.5978851729136468,0.5042735042735044,0.0
