N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,OM,Fertility
-1.5518038217495798,-0.09109777641382556,0.5213934217353707,-0.06651262942467911,0.5357604500362694,0.3669694648052744,-0.3229919840789896,-1.1555779489861033,-1.4378576942820456,-0.38900244960322894,0.06626962182573695,-1.6163504966819713,0.36696946480527487,0.0
-0.5142211790225077,-0.4663242532352539,-1.354331123751571,0.6829373332376442,1.4592799814572308,1.579354514414042,0.3619629603472754,-0.6512461041038357,-1.2273294311778162,1.2811751302439034,-1.4242388546183624,0.9260651872040052,1.5793545144140422,0.0
-1.2059429408405558,0.25001720251474574,1.8563685487035544,0.5424154652384575,-0.2456791534737749,1.7477413268597042,0.05044614934449994,-0.6512461041038357,-1.2273294311778162,1.3462469840041813,-1.4728980660486681,0.9260651872040052,1.7477413268597044,0.0
-1.2889495522587215,-0.7051047384852538,-0.19678939973485465,0.7766185785704325,0.25160059421443476,1.1752261645444526,0.3619629603472754,-0.31502487418232367,-1.3498186024384589,1.2594845123238108,-1.4857031216882224,0.9260651872040052,1.175226164544453,0.0
0.2743416294500669,0.35235169619331735,-0.458714899329878,0.7297779559040383,-1.0271187569838192,0.9058072646313933,2.1635553635109495,-1.0715226415057253,-1.2656072971967671,1.6065343990452925,-1.5420453665022607,0.9260651872040052,0.9058072646313938,1.0
-0.41738013236798105,-0.09109777641382556,-0.458714899329878,-0.20703449742386576,0.7488803419026452,0.4343241897835393,2.121410493212814,-0.0628589517411901,-1.3038851632157178,-0.10702441664202479,-1.6035096335721204,0.9260651872040052,0.4343241897835397,0.0
-0.41738013236798105,-0.5686587469138252,-2.3344394448168195,0.6829373332376442,-0.8139988651174436,0.7374204521857314,0.3091810703930288,-0.31502487418232367,-1.2924018034100326,0.21833485215936466,-1.652168845002426,0.9260651872040052,0.7374204521857316,0.0
-0.5972277904406735,-0.6368817426995396,-0.8220309148971685,0.7297779559040383,0.3226405581698934,0.3332921023161419,0.3934708109892976,-0.4831354891430797,-1.2962295900119276,-0.7143617184046184,-1.5420453665022607,0.9260651872040052,0.3332921023161427,0.0
0.5371958989409251,-0.09109777641382556,0.5213934217353707,0.4955748425720633,-0.7429589011619849,0.2659373773378774,0.267036200094894,2.122579042748636,-1.3038851632157178,-0.02026194496165444,-1.5420453665022607,0.9260651872040052,0.26593737733787787,1.0
-1.5518038217495798,-0.2616552658781112,2.033801951655022,0.35505297457287666,-1.5243985046720292,0.636388364718334,0.9834989951631815,2.626910887630903,-1.399579828263095,0.43524103136029063,-1.460093010409114,0.9260651872040052,0.6363883647183342,0.0
-1.3719561636768873,-0.2616552658781112,0.42845211542745926,0.5424154652384575,-0.6719189372065263,1.27625825201185,1.2363682169519887,2.795021502591659,-1.41106318806878,0.8256721539219583,-1.449848965897471,0.9260651872040052,1.2762582520118506,1.0
-1.468797210331414,-0.5686587469138252,-1.6247058330109498,0.26137172924008834,1.3172000535463135,1.0068393520987906,1.0677887357594504,2.122579042748636,-1.3766131086517244,0.17495361631917938,-1.449848965897471,0.9260651872040052,1.0068393520987908,0.0
-1.5518038217495798,-1.2167772068781109,-0.458714899329878,0.9639810692360132,0.39368052212535204,0.636388364718334,1.2785130872501231,2.9631321175524152,-1.4187187612725702,0.8039815360018656,-1.3141153761181972,0.9260651872040052,0.6363883647183342,2.0
-1.468797210331414,-0.19343227009239658,0.42845211542745926,-0.11335325209107328,-0.10359922556285762,0.7374204521857314,1.4892374387407958,1.113915352984101,-1.3421630292346687,0.6738378284813098,-1.4216778434904518,0.9260651872040052,0.7374204521857316,0.0
-0.6802344018588393,-0.39810125744953956,1.5015017428006197,-0.39439698808944657,1.601359909368148,0.4343241897835393,1.2785130872501231,1.7023025053467462,-1.3766131086517244,0.15326299839908672,-1.1988698753622102,0.9260651872040052,0.4343241897835397,1.0
-0.16836029811348377,-0.4663242532352539,2.304176660914401,-0.4412376107558407,2.3827995128781922,0.5353562772509367,1.8263964011258726,0.6936388155822115,-1.41106318806878,0.4569316492803833,-1.406311776722987,0.9260651872040052,0.5353562772509372,0.0
0.2743416294500669,-0.2616552658781112,1.3240683398491522,-0.11335325209107328,0.03848070234805965,0.2659373773378774,1.4892374387407958,-0.8193567190645912,-1.3880964684574095,0.6738378284813098,-0.17958744645370234,0.9260651872040052,0.26593737733787787,1.0
-0.5142211790225077,-0.9438852237352539,2.57455137017378,-0.4412376107558407,1.6723998733236067,0.0638732024030827,1.6156720496352,-0.6512461041038357,-1.3689575354479342,-0.6275992467242478,-0.1821484575816131,0.9260651872040052,0.06387320240308296,0.0
-0.07151925145895706,-0.2616552658781112,0.5213934217353707,-0.7691219694206082,0.606800413991728,0.636388364718334,2.0792656229146798,-0.7353014115842137,-1.3919242550593047,-0.8228148080050817,-0.18470946870952387,1.747629437260592,0.6363883647183342,0.0
0.4403548522863984,-0.19343227009239658,-0.37422280268632213,-0.20703449742386576,0.5357604500362694,0.5353562772509367,1.8263964011258726,-0.4831354891430797,-1.3651297488460392,-0.30223997792285834,-0.8864265177570896,0.9260651872040052,0.5353562772509372,1.0
-0.5142211790225077,-0.19343227009239658,1.5015017428006197,-0.5349188560886291,-0.2456791534737749,0.3332921023161419,0.3619629603472754,-0.8193567190645912,-1.2005349249645507,0.19664423423927202,-1.6086316558279419,0.9260651872040052,0.3332921023161427,0.0
-0.5972277904406735,0.1817942067290317,0.023246111626752133,0.6829373332376442,0.9620002337690211,0.5353562772509367,0.3619629603472754,-0.8193567190645912,-1.2809184436043475,0.19664423423927202,-1.5420453665022607,2.815559575020136,0.5353562772509372,0.0
0.7862157331954225,-0.19343227009239658,0.023246111626752133,0.07400923857450753,2.0986396570563577,0.3332921023161419,0.3619629603472754,-0.9874673340253473,-1.3383352426327737,-0.47576492128359954,-1.6188757003395853,0.9260651872040052,0.3332921023161427,1.0
-0.5972277904406735,-0.5686587469138252,-0.019355996783387192,0.35505297457287666,0.4647204860808107,0.16490528987048006,0.3619629603472754,-1.1555779489861033,-1.3766131086517244,0.43524103136029063,-1.6547298561303367,0.9260651872040052,0.16490528987048042,0.0
-0.6802344018588393,-1.1485542110923965,-1.1768977208001035,-0.16019387475746744,1.5303199454126895,0.636388364718334,0.3619629603472754,-1.659909793868371,-1.2388127909835014,-0.5191461571237849,-1.5907045779325661,0.9260651872040052,0.6363883647183342,0.0
1.5747785416679971,-0.4663242532352539,0.07358530952452433,0.7297779559040383,-0.17463918951831625,0.3332921023161419,0.05044614934449994,-1.239633256466481,-1.1010124733152786,-1.2132459305667487,-1.6111926669558527,0.9260651872040052,0.3332921023161427,1.0
-0.41738013236798105,-0.19343227009239658,0.5213934217353707,-0.2538751200902599,0.606800413991728,0.0638732024030827,0.3619629603472754,-1.5758544863879929,-1.1431181259361245,-1.3216990201672119,-1.711072100944375,1.747629437260592,0.06387320240308296,0.0
-0.07151925145895706,-0.19343227009239658,0.5213934217353707,0.4955748425720633,1.3882400175017722,0.8047751771639959,0.6463400327781048,-0.4831354891430797,-1.1890515651588656,1.3462469840041813,-1.4805810994324007,0.946681833940934,0.8047751771639964,0.0
-0.5972277904406735,-0.39810125744953956,1.5015017428006197,-0.3007157427566541,-0.8850388290729022,1.3772903394792473,0.3619629603472754,-0.9034120265449692,-1.204362711566446,1.0425783331228842,-1.3653355986764137,0.9260651872040052,1.3772903394792475,0.0
0.3573482408682327,-0.19343227009239658,-0.8220309148971685,-0.6286001014214215,-0.10359922556285762,0.4343241897835393,0.05044614934449994,-0.8193567190645912,-1.3383352426327737,0.8473627718420509,-1.6137536780837636,0.9260651872040052,0.4343241897835397,1.0
-0.5972277904406735,-1.3191117005566821,0.5213934217353707,-0.34755636542304824,2.0986396570563577,0.2659373773378774,0.3619629603472754,-0.9034120265449692,-1.3804408952536196,1.2594845123238108,-1.5420453665022607,0.9260651872040052,0.26593737733787787,0.0
-0.07151925145895706,-1.0803312153066822,-0.2812814963784106,-0.8628032147533965,0.606800413991728,0.0638732024030827,0.3619629603472754,-1.0715226415057253,-1.3880964684574095,0.6304565926411244,-1.623997722595407,1.747629437260592,0.06387320240308296,0.0
-0.9430886713496975,-1.3191117005566821,0.5213934217353707,0.6829373332376442,-0.17463918951831625,-0.40760987244477126,0.3619629603472754,2.9631321175524152,-1.3804408952536196,0.413550413440198,-1.4677760437928464,0.9260651872040052,-0.40760987244477076,0.0
-0.41738013236798105,-0.19343227009239658,2.2112353546064893,0.027168615908113373,0.3226405581698934,0.2659373773378774,0.3619629603472754,0.7728116393706767,-1.414890974670675,2.2572529366480714,-1.1809427974668345,2.495180533692273,0.26593737733787787,0.0
-1.5518038217495798,-1.0803312153066822,-0.8220309148971685,-0.2538751200902599,1.246160089590855,0.636388364718334,0.3619629603472754,-0.0628589517411901,-1.4340299076801506,0.8473627718420509,-1.1988698753622102,0.9260651872040052,0.6363883647183342,1.0
-0.16836029811348377,-0.19343227009239658,1.6789351457520871,0.5424154652384575,-0.8139988651174436,0.8047751771639959,0.3619629603472754,0.6095835081018335,-1.3919242550593047,1.0425783331228842,-1.4857031216882224,0.9260651872040052,0.8047751771639964,0.0
-1.3719561636768873,-0.2616552658781112,0.15807740616808028,-0.06651262942467911,-0.8139988651174436,0.9058072646313933,0.3619629603472754,-0.14691425922156812,-1.41106318806878,2.105418611207423,-1.4267998657462735,0.946681833940934,0.9058072646313938,0.0
-0.5972277904406735,-0.3298782616638252,0.9607523242818616,-0.16019387475746744,0.03848070234805965,1.3772903394792473,0.05044614934449994,0.6095835081018335,-1.3766131086517244,1.129340804803255,-1.3550915541647703,0.9260651872040052,1.3772903394792475,0.0
-1.5518038217495798,-0.19343227009239658,0.6988268246868382,0.7297779559040383,2.240719584967275,-0.20554569750997656,0.22489132979675958,0.7728116393706767,-1.4225465478744652,1.0208877152027915,-0.865938428733803,0.9260651872040052,-0.2055456975099763,0.0
-0.9430886713496975,0.6252436793361741,1.7718764520599986,0.027168615908113373,0.18056063025897615,1.7477413268597042,0.05044614934449994,1.7863578128271242,-1.204362711566446,0.43524103136029063,-0.45105462601224955,1.2670608752687975,1.7477413268597044,0.0
-1.5518038217495798,-0.4663242532352539,0.9607523242818616,0.3082123519064825,1.246160089590855,-0.17186833502084412,0.3619629603472754,-0.7353014115842137,-1.1928793517607605,2.0837279932873303,-0.9760619072339686,0.9260651872040052,-0.17186833502084392,0.0
-0.5972277904406735,-0.19343227009239658,-1.0839564144921918,0.21453110657369,-0.7429589011619849,1.4783224269466446,0.3619629603472754,-0.5671907966234577,-1.2464683641872916,1.0425783331228842,-0.8889875288850003,0.9260651872040052,1.478322426946645,0.0
